ID,MIDI,YEAR
"9236,""Pitt-Payne/Oh! Frenchy.mid"",1918"
"9242,""Pitt-Payne/Oh! Mr Rubinstein .mid"",1915"
"9251,""Pitt-Payne/Oh! That Funny Rag.mid"",1910"
"9252,""Pitt-Payne/Oh! That Lovey Rag.mid"",1914"
"9255,""Pitt-Payne/Oh! That Yankiana Rag .mid"",1908"
"9262,""Pitt-Payne/Oh! You Beautiful Coon.mid"",1911"
"9263,""Pitt-Payne/Oh! You Beautiful Doll!.mid"",1912"
"9264,""Pitt-Payne/Oh! You Circus Day.mid"",1912"
"9267,""Pitt-Payne/Oh! You Lovable Chile.mid"",1913"
"9278,""Pitt-Payne/Oh  Mr. Dream Man Please Let Me Dream Some More.mid"",1911"
"9291,""Pitt-Payne/Oh  You Silv'ry Bells.mid"",1912"
"9296,""Pitt-Payne/Ohio Flo.mid"",1913"
"9311,""Pitt-Payne/Ol' Man River.mid"",1927"
"9322,""Pitt-Payne/Old Crow Rag.mid"",1909"
"9329,""Pitt-Payne/Old Folks Rag.mid"",1914"
"9338,""Pitt-Payne/Old Jasper's Cake Walk.mid"",1899"
"9343,""Pitt-Payne/Old Maids Ball  The.mid"",1913"
"9344,""Pitt-Payne/Old Man Jazz.mid"",1920"
"9353,""Pitt-Payne/Old Piano Roll Blues  The.mid"",1950"
"9365,""Pitt-Payne/Old Swanee Rag.mid"",1913"
"9377,""Pitt-Payne/Old Virginia Cake Walk    An.mid"",1899"
"9380,""Pitt-Payne/Old Von Steuben Rag  The.mid"",1918"
"9385,""Pitt-Payne/Ole Eph's Vision.mid"",1899"
"9386,""Pitt-Payne/Ole Miss.mid"",1916"
"9388,""Pitt-Payne/Ole Napper's Hick'nut Dance.mid"",1899"
"9394,""Pitt-Payne/Ole Time Cake Walk    De.mid"",1898"
"9411,""Pitt-Payne/Omar Khayyam.mid"",1915"
"9415,""Pitt-Payne/On A Good Old Time Sleigh Ride.mid"",1913"
"9421,""Pitt-Payne/On Emancipation Day (song).mid"",1902"
"9423,""Pitt-Payne/On Mobile Bay.mid"",1910"
"9429,""Pitt-Payne/On The 'Gin 'Gin 'Ginny Shore.mid"",1922"
"9428,""Pitt-Payne/On The Dixie Highway.mid"",1914"
"9438,""Pitt-Payne/On The Level You're A Little Devil.mid"",1918"
"9440,""Pitt-Payne/On The Mississippi.mid"",1912"
"9448,""Pitt-Payne/On The Rural Route.mid"",1917"
"9477,""Pitt-Payne/One More Rag.mid"",1908"
"9498,""Pitt-Payne/Only Pal I Ever Had Came From 'Frisco Town  The.mid"",1911"
"9502,""Pitt-Payne/Oodles Of Pep.mid"",1917"
"9516,""Pitt-Payne/Opera Rags.mid"",1903"
"9518,""Pitt-Payne/Operatic Nightmare    An.mid"",1916"
"9557,""Pitt-Payne/Orinoco.mid"",1909"
"9559,""Pitt-Payne/Oriole.mid"",1908"
"9569,""Pitt-Payne/Ottawa Rag  The.mid"",1913"
"9575,""Pitt-Payne/Out Of The Frying Pan.mid"",1911"
"9597,""Pitt-Payne/Oyster Rag.mid"",1910"
"9600,""Pitt-Payne/Oysters And Clams.mid"",1904"
"9601,""Pitt-Payne/Ozark Blues.mid"",1923"
"9614,""Pitt-Payne/Pack Up Your Sins And Go To The Devil.mid"",1922"
"9617,""Pitt-Payne/Paddlin' Madelin' Home.mid"",1925"
"9620,""Pitt-Payne/Paddy Whack.mid"",n/a"
"9619,""Pitt-Payne/Paddy.mid"",1906"
"9621,""Pitt-Payne/Paderewski Rag.mid"",1920"
"9634,""Pitt-Payne/Palesteena.mid"",1920"
"9654,""Pitt-Payne/Pan-American  The.mid"",1900"
"9659,""Pitt-Payne/Pansy Blossoms.mid"",1909"
"9679,""Pitt-Payne/Paradise Rag.mid"",1911"
"9690,""Pitt-Payne/Paris Is A Paradise For Coons.mid"",1911"
"9703,""Pitt-Payne/Parson Jones' Three Reasons.mid"",1908"
"9725,""Pitt-Payne/Pass The Butter.mid"",1917"
"9727,""Pitt-Payne/Pass The Pickles.mid"",1913"
"9746,""Pitt-Payne/Pathetic Rag.mid"",1913"
"9747,""Pitt-Payne/Patricia Rag.mid"",1916"
"9769,""Pitt-Payne/Peaceful Henry .mid"",1903"
"9773,""Pitt-Payne/Peach  The.mid"",1908"
"9785,""Pitt-Payne/Peanuts.mid"",1911"
"9789,""Pitt-Payne/Pearl Of The Harem.mid"",1901"
"9803,""Pitt-Payne/Peg O' My Heart .mid"",1913"
"9821,""Pitt-Payne/Pennant Rag.mid"",1913"
"9840,""Pitt-Payne/Pepper Pot.mid"",1913"
"9843,""Pitt-Payne/Pepper Sauce.mid"",1910"
"9871,""Pitt-Payne/Persian Lamb Rag.mid"",1908"
"9887,""Pitt-Payne/Petticoat Lane.mid"",1915"
"9897,""Pitt-Payne/Phantom Rag  The.mid"",1911"
"9904,""Pitt-Payne/Phoebe Thompson's Cake Walk.mid"",1899"
"9978,""Pitt-Payne/Pick Me Up And Lay Me Down.mid"",1921"
"9993,""Pitt-Payne/Pickaninny Pranks.mid"",1900"
"9995,""Pitt-Payne/Pickaninny Shuffle.mid"",1896"
"10006,""Pitt-Payne/Pickinniny Capers.mid"",1902"
"10009,""Pitt-Payne/Pickled Beets Rag.mid"",1909"
"10014,""Pitt-Payne/Pickles And Peppers.mid"",1906"
"10028,""Pitt-Payne/Piffle Rag.mid"",1911"
"10031,""Pitt-Payne/Pigeon Walk.mid"",1914"
"10033,""Pitt-Payne/Pigeon Wing.mid"",1909"
"10063,""Pitt-Payne/Pinky Panky Poo.mid"",1902"
"10068,""Pitt-Payne/Pinywoods Rag  The.mid"",1909"
"10073,""Pitt-Payne/Pipe Dream Blues.mid"",1918"
"10075,""Pitt-Payne/Pipe Dream  The.mid"",1902"
"10081,""Pitt-Payne/Pippin  The.mid"",1908"
"10087,""Pitt-Payne/Pitter-Patter Rag.mid"",1910"
"10104,""Pitt-Payne/Play Dat Darkey Todalo.mid"",1910"
"10123,""Pitt-Payne/Playin' Possum.mid"",1909"
"10154,""Pitt-Payne/Polar Bear Rag.mid"",1910"
"10157,""Pitt-Payne/Policeman's Holiday  The.mid"",1911"
"10158,""Pitt-Payne/Policy King.mid"",1905"
"10161,""Pitt-Payne/Policy Sam.mid"",1899"
"10166,""Pitt-Payne/Polly Prim.mid"",1904"
"10192,""Pitt-Payne/Poor Little Me.mid"",1922"
"10194,""Pitt-Payne/Pop Corn Man The.mid"",1910"
"10221,""Pitt-Payne/Possum And Taters.mid"",1900"
"10226,""Pitt-Payne/Possum Hall Rag.mid"",1899"
"10220,""Pitt-Payne/Possum.mid"",1909"
"10241,""Pitt-Payne/Postman's Holiday.mid"",1913"
"10249,""Pitt-Payne/Poverty.mid"",1909"
"10269,""Pitt-Payne/Prancin Jimmy.mid"",1899"
"10274,""Pitt-Payne/Pray For The Lights To Go Out.mid"",1916"
"10275,""Pitt-Payne/Preacher And The Bear  The.mid"",1904"
"10287,""Pitt-Payne/Press Club Rag  The.mid"",1912"
"10289,""Pitt-Payne/Pretty Baby.mid"",1916"
"10297,""Pitt-Payne/Pretty Polly.mid"",1918"
"10326,""Pitt-Payne/Procrastination Rag.mid"",n/a"
"10332,""Pitt-Payne/Progressive Rag.mid"",1913"
"10343,""Pitt-Payne/Prosperity Rag.mid"",1916"
"10357,""Pitt-Payne/Pucker Up Your Lips, Miss Lindy.mid"",1912"
"10363,""Pitt-Payne/Pullman Porters On Parade  The.mid"",1913"
"10370,""Pitt-Payne/Puppchen.mid"",1912"
"10400,""Pitt-Payne/Pussyfoot Prance  The.mid"",1916"
"10404,""Pitt-Payne/Put On Your Old Grey Bonnet.mid"",1909"
"10405,""Pitt-Payne/Put On Your Slippers And Fill Up Your Pipe.mid"",1916"
"10406,""Pitt-Payne/Put Your Arms Around Me, Honey.mid"",1910"
"10430,""Pitt-Payne/Queen Of Rags.mid"",1909"
"10432,""Pitt-Payne/Queen Of The Bungalow.mid"",1903"
"10437,""Pitt-Payne/Queen Of The Rag Time.mid"",1899"
"10464,""Pitt-Payne/Ra! Ra! Ra!.mid"",1910"
"10471,""Pitt-Payne/Race Course  The.mid"",1905"
"10473,""Pitt-Payne/Race Horse Rag  The.mid"",1911"
"10476,""Pitt-Payne/Rachel Cohen.mid"",1920"
"10477,""Pitt-Payne/Rachel Rubenstein's Rag.mid"",1912"
"10488,""Pitt-Payne/Radnor Fox Trot.mid"",1914"
"10516,""Pitt-Payne/Rag De Luxe.mid"",1913"
"10565,""Pitt-Payne/Rag Medley.mid"",1897"
"10594,""Pitt-Payne/Rag Sentimental.mid"",1918"
"10596,""Pitt-Payne/Rag Tags Rag.mid"",1909"
"10600,""Pitt-Payne/Rag Time Cadet Corps  The.mid"",1902"
"10602,""Pitt-Payne/Rag Time Chimes .mid"",1912"
"10612,""Pitt-Payne/Rag Time Jimmie.mid"",1902"
"10619,""Pitt-Payne/Rag Time Patrol  The.mid"",1899"
"10623,""Pitt-Payne/Rag Time Spasm, A.mid"",1899"
"10634,""Pitt-Payne/Rag With No Name  The.mid"",1911"
"10757,""Pitt-Payne/Rag-Knots.mid"",1899"
"10771,""Pitt-Payne/Rag-O-Rhythm.mid"",1924"
"10840,""Pitt-Payne/Rag-Time Chimes.mid"",1900"
"10953,""Pitt-Payne/Rag-Time Nightmare, A.mid"",1900"
"11020,""Pitt-Payne/Rag-Time Skedaddle, A.mid"",1899"
"10651,""Pitt-Payne/Rag-a-Minor.mid"",1917"
"10675,""Pitt-Payne/Rag-a-Tag Rag.mid"",1910"
"10673,""Pitt-Payne/Ragapation.mid"",1915"
"10682,""Pitt-Payne/Ragelies.mid"",1899"
"10691,""Pitt-Payne/Ragged Jack.mid"",1909"
"10717,""Pitt-Payne/Raggedy Ragtime Rags.mid"",1903"
"10729,""Pitt-Payne/Raggin' Thro' The Rye.mid"",1917"
"10734,""Pitt-Payne/Ragging The Baby To Sleep.mid"",1912"
"10736,""Pitt-Payne/Ragging The Chopsticks.mid"",1919"
"10740,""Pitt-Payne/Ragging The Old Vienna Roll.mid"",1911"
"10741,""Pitt-Payne/Ragging The Scale.mid"",1915"
"10746,""Pitt-Payne/Raggity-Rag.mid"",1907"
"10759,""Pitt-Payne/Raglan Ravelings.mid"",1902"
"10815,""Pitt-Payne/Ragtime Arabian Nights.mid"",1914"
"10817,""Pitt-Payne/Ragtime Band Down In Harmony Hall  The.mid"",1912"
"10826,""Pitt-Payne/Ragtime Boarding House  The.mid"",1912"
"10843,""Pitt-Payne/Ragtime College Girl  The.mid"",1910"
"10844,""Pitt-Payne/Ragtime College Turkey Trot.mid"",1913"
"10846,""Pitt-Payne/Ragtime Cow Boy Joe.mid"",1912"
"10862,""Pitt-Payne/Ragtime Dream  The.mid"",2006"
"10867,""Pitt-Payne/Ragtime Eating Place.mid"",1914"
"10868,""Pitt-Payne/Ragtime Engineer  The.mid"",1912"
"10872,""Pitt-Payne/Ragtime Eyes.mid"",1907"
"10899,""Pitt-Payne/Ragtime Goblin Man The.mid"",1912"
"10909,""Pitt-Payne/Ragtime In Colonial Days.mid"",1917"
"10919,""Pitt-Payne/Ragtime Jim.mid"",1912"
"10921,""Pitt-Payne/Ragtime Jockey Man The.mid"",1912"
"10940,""Pitt-Payne/Ragtime Mephisto.mid"",1913"
"10949,""Pitt-Payne/Ragtime Nick.mid"",1912"
"10978,""Pitt-Payne/Ragtime Pipe Of Pan  The.mid"",1915"
"10985,""Pitt-Payne/Ragtime Razor Brigade  The.mid"",1918"
"11002,""Pitt-Payne/Ragtime Ripples.mid"",1908"
"11012,""Pitt-Payne/Ragtime Sailor Man The.mid"",1917"
"11013,""Pitt-Payne/Ragtime Sailor's Rag  The.mid"",1912"
"11018,""Pitt-Payne/Ragtime Showers.mid"",1902"
"11024,""Pitt-Payne/Ragtime Soldier Man.mid"",1912"
"11039,""Pitt-Payne/Ragtime Temple Bells.mid"",1914"
"11070,""Pitt-Payne/Ragtown Guards.mid"",1899"
"11074,""Pitt-Payne/Rah Rah Boy!!!  The.mid"",1908"
"11110,""Pitt-Payne/Rajah Glide  The.mid"",1913"
"11124,""Pitt-Payne/Rambling Rags.mid"",1908"
"11136,""Pitt-Payne/Rapid.mid"",n/a"
"11176,""Pitt-Payne/Raving Rag.mid"",1911"
"11182,""Pitt-Payne/Raymond's Rag.mid"",n/a"
"11183,""Pitt-Payne/Raz Ma Taz.mid"",1901"
"11192,""Pitt-Payne/Razzazza Mazzazza.mid"",n/a"
"11198,""Pitt-Payne/Razzle Dazzle Glide,The.mid"",1912"
"11196,""Pitt-Payne/Razzle Dazzle.mid"",1909"
"11286,""Pitt-Payne/Red Head Rag.mid"",1910"
"11300,""Pitt-Payne/Red Moon.mid"",1908"
"11349,""Pitt-Payne/Regal Stomp.mid"",n/a"
"11356,""Pitt-Payne/Reinette Rag.mid"",1913"
"11374,""Pitt-Payne/Remorse Blues.mid"",1917"
"11377,""Pitt-Payne/Remus Takes The Cake.mid"",1896"
"11394,""Pitt-Payne/Reuben Fox Trot.mid"",1914"
"11395,""Pitt-Payne/Reuben Rag.mid"",1910"
"11454,""Pitt-Payne/Rig-A-Ma-Role Rag.mid"",1910"
"11455,""Pitt-Payne/Right Church But The Wrong Pew  The.mid"",1908"
"11465,""Pitt-Payne/Ring-Tum Diddie.mid"",1912"
"11468,""Pitt-Payne/Rinkum Ditty Rag  The.mid"",1918"
"11507,""Pitt-Payne/Riveter's Rag  The.mid"",1919"
"11509,""Pitt-Payne/Rizzy Boo .mid"",1913"
"11511,""Pitt-Payne/Road House Rag  The.mid"",1917"
"11517,""Pitt-Payne/Robardina Rag.mid"",1902"
"11524,""Pitt-Payne/Rochester Fair.mid"",1914"
"11533,""Pitt-Payne/Rock-A-Bye Your Baby With A Dixie Melody.mid"",1918"
"11541,""Pitt-Payne/Rocking In A Ragtime Boat.mid"",1913"
"11551,""Pitt-Payne/Rocky Rags.mid"",1911"
"11560,""Pitt-Payne/Roll On, Missouri.mid"",1913"
"11590,""Pitt-Payne/Roo-Ti-Toot On Your Ragtime Flute.mid"",1912"
"11581,""Pitt-Payne/Roosevelt and Fairbanks.mid"",1904"
"11603,""Pitt-Payne/Rose Wood Rag.mid"",1909"
"11666,""Pitt-Payne/Rube Bennett's Raggedy Rag.mid"",1914"
"11667,""Pitt-Payne/Rubens Dream.mid"",1908"
"11669,""Pitt-Payne/Rubies.mid"",1909"
"11674,""Pitt-Payne/Rudolph Valentino Blues.mid"",1922"
"11683,""Pitt-Payne/Rum Tum Tiddle .mid"",1912"
"11690,""Pitt-Payne/Rum-Tum-Tiddle Dance  The.mid"",1911"
"11692,""Pitt-Payne/Run Brudder Possum, Run.mid"",1907"
"11712,""Pitt-Payne/Russian Pony Rag.mid"",n/a"
"11724,""Pitt-Payne/Rusty-Can-O-Rag.mid"",1910"
"11753,""Pitt-Payne/Sailin' Away On The Henry Clay.mid"",1917"
"11760,""Pitt-Payne/Saint Vitus Rag  The.mid"",1912"
"11782,""Pitt-Payne/Salt And Pepper.mid"",1909"
"11790,""Pitt-Payne/Sam Fox Trot.mid"",1915"
"11791,""Pitt-Payne/Sam Johnson's Band.mid"",1901"
"11807,""Pitt-Payne/Sam's Laugh.mid"",1906"
"11831,""Pitt-Payne/San-Fran-Pan-American.mid"",1913"
"11817,""Pitt-Payne/Sand Paper.mid"",1909"
"11820,""Pitt-Payne/Sand-Dancers  The.mid"",1907"
"11827,""Pitt-Payne/Sandy River Rag.mid"",1915"
"11847,""Pitt-Payne/Saronoff Rag  The.mid"",1913"
"11853,""Pitt-Payne/Sassafras Sam.mid"",1908"
"11876,""Pitt-Payne/Save Your Money, John.mid"",1919"
"11897,""Pitt-Payne/Scaddle-De-Mooch.mid"",1915"
"11901,""Pitt-Payne/Scalin' The Blues.mid"",1926"
"11905,""Pitt-Payne/Scandalous Thompson.mid"",1899"
"11918,""Pitt-Payne/School Life.mid"",1912"
"11920,""Pitt-Payne/Schoolhouse Blues  The.mid"",1921"
"11929,""Pitt-Payne/Scissors to Grind.mid"",1904"
"11963,""Pitt-Payne/Sea Weeds Rag.mid"",1910"
"11988,""Pitt-Payne/See Dixie First.mid"",1916"
"12057,""Pitt-Payne/Shake, Rattle And Roll.mid"",1919"
"12059,""Pitt-Payne/Shaking The Blues Away.mid"",1927"
"12060,""Pitt-Payne/Shaky Eyes.mid"",1909"
"12062,""Pitt-Payne/Shame On You.mid"",1904"
"12107,""Pitt-Payne/Shim-Me-Sha-Wabble.mid"",1916"
"12109,""Pitt-Payne/Shimmie Shake  The.mid"",1920"
"12115,""Pitt-Payne/Shine On, Harvest Moon.mid"",1908"
"12116,""Pitt-Payne/Shine Or Polish Rag.mid"",1914"
"12121,""Pitt-Payne/Shock Rag.mid"",1911"
"12125,""Pitt-Payne/Shoe Tickler Rag.mid"",1911"
"12153,""Pitt-Payne/Shovel Fish  The.mid"",1907"
"12172,""Pitt-Payne/Shultzmeier.mid"",1914"
"12178,""Pitt-Payne/Sic 'Em Prinz.mid"",1905"
"12190,""Pitt-Payne/Silent Sam.mid"",1903"
"12203,""Pitt-Payne/Silver Bell .mid"",1910"
"12204,""Pitt-Payne/Silver Buckle Rag.mid"",1910"
"12205,""Pitt-Payne/Silver City  The.mid"",1913"
"12210,""Pitt-Payne/Silver Fox.mid"",1915"
"12214,""Pitt-Payne/Silver Leaf Rag.mid"",1911"
"12235,""Pitt-Payne/Simple Melody.mid"",1914"
"12243,""Pitt-Payne/Sinbad Was In Bad All The Time.mid"",1917"
"12256,""Pitt-Payne/Sing A Good Old Ragtime Song.mid"",1909"
"12259,""Pitt-Payne/Sing Me A Ballad In Ragtime.mid"",1912"
"12267,""Pitt-Payne/Siren's Song  The.mid"",1917"
"12274,""Pitt-Payne/Sister Susie's Started Syncopation.mid"",1915"
"12276,""Pitt-Payne/Sittin' In A Corner.mid"",1923"
"12290,""Pitt-Payne/Skeleton Rag  The.mid"",1911"
"12294,""Pitt-Payne/Skidding.mid"",1923"
"12334,""Pitt-Payne/Sleepy-Time Rag.mid"",1914"
"12351,""Pitt-Payne/Slippery Bill.mid"",1911"
"12360,""Pitt-Payne/Slippery Place, A.mid"",1911"
"12380,""Pitt-Payne/Sly Sal.mid"",1906"
"12394,""Pitt-Payne/Smiles And Chuckles.mid"",1917"
"12402,""Pitt-Payne/Smiling Sadie.mid"",1905"
"12404,""Pitt-Payne/Smiling Susan.mid"",1906"
"12415,""Pitt-Payne/Smoky Mokes.mid"",1899"
"12435,""Pitt-Payne/Snakey Blues  The.mid"",1915"
"12436,""Pitt-Payne/Snappin' Turtle.mid"",1913"
"12443,""Pitt-Payne/Sneak!  The.mid"",1922"
"12446,""Pitt-Payne/Sneeky Peet.mid"",1907"
"12449,""Pitt-Payne/Snookey Ookums.mid"",1913"
"12450,""Pitt-Payne/Snookums.mid"",n/a"
"12452,""Pitt-Payne/Snow Deer.mid"",1913"
"12459,""Pitt-Payne/Snowflakes.mid"",1905"
"12472,""Pitt-Payne/So This Is Dixie.mid"",1917"
"12483,""Pitt-Payne/Society Bear.mid"",1912"
"12487,""Pitt-Payne/Society Swells.mid"",1903"
"12519,""Pitt-Payne/Some Of These Days.mid"",1910"
"12521,""Pitt-Payne/Some Pumpkins.mid"",1908"
"12522,""Pitt-Payne/Some Rag.mid"",1910"
"12524,""Pitt-Payne/Some Smoke.mid"",1913"
"12533,""Pitt-Payne/Somebody Lied.mid"",1907"
"12538,""Pitt-Payne/Somebody's Done Me Wrong.mid"",1918"
"12542,""Pitt-Payne/Someday Down In Carolin'.mid"",1919"
"12548,""Pitt-Payne/Something Doing.mid"",1903"
"12606,""Pitt-Payne/South Car'lina Tickle.mid"",1898"
"12624,""Pitt-Payne/Southern Beauties.mid"",1907"
"12635,""Pitt-Payne/Southern Hospitality.mid"",1899"
"12637,""Pitt-Payne/Southern Jamboree, A.mid"",1899"
"12646,""Pitt-Payne/Southern Roses.mid"",1904"
"12650,""Pitt-Payne/Southern Smiles.mid"",1903"
"12668,""Pitt-Payne/Spade Flush, A.mid"",1902"
"12678,""Pitt-Payne/Spanish Shawl.mid"",1925"
"12684,""Pitt-Payne/Sparkler Rag  The.mid"",1908"
"12685,""Pitt-Payne/Sparkles.mid"",1909"
"12696,""Pitt-Payne/Speckled Spider Rag.mid"",1910"
"12702,""Pitt-Payne/Sphinx Rag.mid"",1912"
"12733,""Pitt-Payne/Spooky Spooks.mid"",1916"
"12743,""Pitt-Payne/Spread Yo' Stuff.mid"",1921"
"12771,""Pitt-Payne/Squee-Gee  The.mid"",1904"
"12775,""Pitt-Payne/Squirrel Food.mid"",1916"
"12776,""Pitt-Payne/Squirrel Rag  The.mid"",1913"
"12800,""Pitt-Payne/St Louis Tickle.mid"",1904"
"12806,""Pitt-Payne/St Vitus Dance.mid"",1909"
"12842,""Pitt-Payne/Steamboat Bill.mid"",1910"
"12859,""Pitt-Payne/Step Along Henry.mid"",1916"
"12878,""Pitt-Payne/Steps.mid"",1924"
"12881,""Pitt-Payne/Stevedore's Rag  The.mid"",1918"
"12882,""Pitt-Payne/Stewed Chicken.mid"",1912"
"12883,""Pitt-Payne/Stewed Prunes.mid"",1910"
"12912,""Pitt-Payne/Stop Rag  The.mid"",1913"
"12914,""Pitt-Payne/Stop That Rag.mid"",1909"
"12920,""Pitt-Payne/Stop, Stop, Stop.mid"",1910"
"12946,""Pitt-Payne/Strenuosity.mid"",1910"
"12966,""Pitt-Payne/Strut Miss Lizzie.mid"",1921"
"12974,""Pitt-Payne/Struttin' Yo' Stuff.mid"",1920"
"12979,""Pitt-Payne/Stumbling .mid"",1922"
"12986,""Pitt-Payne/Stuttering Jasper.mid"",1899"
"12994,""Pitt-Payne/Subway Rag.mid"",1912"
"12996,""Pitt-Payne/Such Is Life.mid"",1915"
"12998,""Pitt-Payne/Sue.mid"",1902"
"13002,""Pitt-Payne/Sugar Baby.mid"",1919"
"13003,""Pitt-Payne/Sugar Blues.mid"",1919"
"13014,""Pitt-Payne/Sugar Moon.mid"",1910"
"13026,""Pitt-Payne/Suicide Blues  The.mid"",1919"
"13064,""Pitt-Payne/Sun Do Move  The.mid"",1899"
"13067,""Pitt-Payne/Sun Stroke Rag.mid"",1911"
"13091,""Pitt-Payne/Sunflower Babe.mid"",1909"
"13095,""Pitt-Payne/Sunflower Tickle.mid"",1908"
"13105,""Pitt-Payne/Sunny Susan.mid"",1902"
"13112,""Pitt-Payne/Sunset Frolics.mid"",1900"
"13161,""Pitt-Payne/Swanee Blues.mid"",1920"
"13165,""Pitt-Payne/Swanee Ripples.mid"",1912"
"13184,""Pitt-Payne/Sweet Cider Time, When You Were Mine!.mid"",1916"
"13190,""Pitt-Payne/Sweet Emalina, My Gal.mid"",1917"
"13194,""Pitt-Payne/Sweet Georgia Brown.mid"",1925"
"13197,""Pitt-Payne/Sweet Indiana Home.mid"",1922"
"13198,""Pitt-Payne/Sweet Italian Love.mid"",1910"
"13203,""Pitt-Payne/Sweet Mamma, Tree Top Tall.mid"",1920"
"13204,""Pitt-Payne/Sweet Man.mid"",1925"
"13206,""Pitt-Payne/Sweet Marie, Make-A-Rag-Time-a-Dance With Me.mid"",1909"
"13240,""Pitt-Payne/Sweethearts.mid"",1905"
"13245,""Pitt-Payne/Sweetmeats.mid"",1907"
"13266,""Pitt-Payne/Swiss Cheese Rag.mid"",1914"
"13268,""Pitt-Payne/Switchback Rag.mid"",1911"
"13294,""Pitt-Payne/Syncopated Cocktail, A.mid"",1919"
"13296,""Pitt-Payne/Syncopated Echoes.mid"",1920"
"13307,""Pitt-Payne/Syncopated Sandy.mid"",1897"
"13310,""Pitt-Payne/Syncopated Walk  The.mid"",1914"
"13312,""Pitt-Payne/Syncopatin' Lovin' Louise.mid"",1913"
"13317,""Pitt-Payne/Syncopation Isle.mid"",1915"
"13517,""Pitt-Payne/T-E-NN-E-SS-EE.mid"",1917"
"13335,""Pitt-Payne/Ta, Ta, Au Revoir (Choo Choo) I'm Goin' To Go.mid"",1907"
"13340,""Pitt-Payne/Tackin' 'Em Down.mid"",1918"
"13346,""Pitt-Payne/Tain't No Sin.mid"",1929"
"13358,""Pitt-Payne/Take Me To That Swanee Shore.mid"",1912"
"13360,""Pitt-Payne/Take Me To The Land Of Jazz.mid"",1919"
"13361,""Pitt-Payne/Take Me To The Midnight Cakewalk Ball.mid"",1915"
"13363,""Pitt-Payne/Take Your Clothes And Go.mid"",1897"
"13364,""Pitt-Payne/Take Your Girlie To The Movies.mid"",1919"
"13390,""Pitt-Payne/Tangle Foot Cy.mid"",1902"
"13433,""Pitt-Payne/Tantalizing Tingles.mid"",1913"
"13438,""Pitt-Payne/Tar Babies.mid"",1911"
"13444,""Pitt-Payne/Tar-Heeler's Dream  The.mid"",1899"
"13449,""Pitt-Payne/Tattered Melody.mid"",1910"
"13456,""Pitt-Payne/Taxi.mid"",1919"
"13464,""Pitt-Payne/Teach Me That Beautiful Love.mid"",1912"
"13481,""Pitt-Payne/Teddy In The Jungle.mid"",1910"
"13486,""Pitt-Payne/Tee-Pee Blues.mid"",1922"
"13498,""Pitt-Payne/Tell Me Why You Want To Go To Paree.mid"",1919"
"13495,""Pitt-Payne/Tell Me.mid"",1919"
"13507,""Pitt-Payne/Tempus Ragorum.mid"",1906"
"13510,""Pitt-Payne/Ten Penny Rag.mid"",1911"
"13520,""Pitt-Payne/Tennessee Favorite, A.mid"",1899"
"13521,""Pitt-Payne/Tennessee Jubilee, A.mid"",1899"
"13561,""Pitt-Payne/Texas Steer.mid"",1909"
"13564,""Pitt-Payne/Texas Tommy Swing.mid"",1911"
"13568,""Pitt-Payne/Thanks For The Lobster!.mid"",1914"
"13572,""Pitt-Payne/That Aero Rag.mid"",1912"
"13574,""Pitt-Payne/That Aeroplane Rag.mid"",1911"
"13577,""Pitt-Payne/That Alabama Jazbo Band.mid"",1918"
"13582,""Pitt-Payne/That Australian Rag.mid"",1913"
"13583,""Pitt-Payne/That Baboon Baby Dance.mid"",1911"
"13588,""Pitt-Payne/That Baseball Rag.mid"",1913"
"13595,""Pitt-Payne/That Briny Dip.mid"",1912"
"13600,""Pitt-Payne/That Captivating Rag.mid"",1912"
"13609,""Pitt-Payne/That Chiming Rag.mid"",1912"
"13610,""Pitt-Payne/That Chinatown Rag.mid"",1910"
"13613,""Pitt-Payne/That Chop-Stick Rag.mid"",1912"
"13614,""Pitt-Payne/That College Rag.mid"",1911"
"13618,""Pitt-Payne/That Coon-Town Rag.mid"",1913"
"13617,""Pitt-Payne/That Coontown Quartette.mid"",1912"
"13619,""Pitt-Payne/That Corrugated Rag.mid"",1911"
"13623,""Pitt-Payne/That Cuddlin' Rag.mid"",1909"
"13626,""Pitt-Payne/That Daffy Rag.mid"",1911"
"13627,""Pitt-Payne/That Daffydil Rag.mid"",1912"
"13630,""Pitt-Payne/That Dawggone Rag.mid"",1913"
"13633,""Pitt-Payne/That Devilish Glide.mid"",1912"
"13635,""Pitt-Payne/That Devilish Rag.mid"",1913"
"13636,""Pitt-Payne/That Dixie Dip.mid"",1912"
"13640,""Pitt-Payne/That Dizzy Rag.mid"",1916"
"13643,""Pitt-Payne/That Dreamy Rag.mid"",1909"
"13647,""Pitt-Payne/That Easy Rag.mid"",1914"
"13648,""Pitt-Payne/That Eccentric Rag.mid"",1912"
"13650,""Pitt-Payne/That Entertaining Rag.mid"",1912"
"13651,""Pitt-Payne/That Enticing Two Step.mid"",1915"
"13656,""Pitt-Payne/That Everlasting Rag.mid"",1911"
"13666,""Pitt-Payne/That Flying Rag.mid"",1911"
"13671,""Pitt-Payne/That Fussy Rag.mid"",1910"
"13676,""Pitt-Payne/That Good Old Irish Rag.mid"",1910"
"13680,""Pitt-Payne/That Gypsy Rag.mid"",1918"
"13706,""Pitt-Payne/That Kentucky Rag.mid"",1912"
